,Split,Lam_fair,Type,Accuracy,Unfairness,Ploss,Relaxation
85,2,0.16,Test,0.7479405403137207,-0.19167888164520264,11.373700141906738,-101.35749053955078
86,3,0.16,Train,0.7501484751701355,-0.18824124336242676,12.222540855407715,-109.08744049072266
87,3,0.16,Test,0.7469359040260315,-0.1933947205543518,12.851297378540039,-108.66519165039062
88,4,0.16,Train,0.7499505281448364,-0.1941135674715042,22.786354064941406,-207.8434295654297
89,4,0.16,Test,0.7453284859657288,-0.1863628625869751,24.207706451416016,-212.26815795898438
90,0,0.18,Train,0.7284738421440125,-0.2518821358680725,149.908447265625,-1104.647705078125
91,0,0.18,Test,0.7155917286872864,-0.258001446723938,147.76089477539062,-1067.474609375
92,1,0.18,Train,0.7245150208473206,-0.25272685289382935,33.99385070800781,-247.62594604492188
93,1,0.18,Test,0.7224231362342834,-0.2591903805732727,34.80224609375,-258.8372802734375
94,2,0.18,Train,0.7255542278289795,-0.2508266568183899,38.71675109863281,-276.9871826171875
95,2,0.18,Test,0.724231481552124,-0.24763253331184387,37.52302551269531,-271.65863037109375
96,3,0.18,Train,0.7270882725715637,-0.2489049732685089,40.299278259277344,-293.01025390625
97,3,0.18,Test,0.7216194272041321,-0.25606900453567505,40.9290657043457,-287.77044677734375
98,4,0.18,Train,0.725405752658844,-0.2557908296585083,82.02469635009766,-593.3649291992188
99,4,0.18,Test,0.7167972922325134,-0.2586429715156555,84.87328338623047,-593.1723022460938
100,0,0.2,Train,0.708679735660553,-0.2975265383720398,335.1760559082031,-2254.505859375
101,0,0.2,Test,0.6979103684425354,-0.30299481749534607,332.7906494140625,-2206.9814453125
102,1,0.2,Train,0.7046714425086975,-0.2986085116863251,77.65381622314453,-517.5297241210938
103,1,0.2,Test,0.7023307085037231,-0.30782556533813477,78.9234390258789,-538.4310913085938
104,2,0.2,Train,0.7060075402259827,-0.299059122800827,84.33148193359375,-561.0599975585938
105,2,0.2,Test,0.7063491940498352,-0.2895578145980835,82.78907775878906,-552.063720703125
106,3,0.2,Train,0.7069972157478333,-0.2982787489891052,85.62054443359375,-577.3048095703125
107,3,0.2,Test,0.7003214955329895,-0.308002233505249,85.384521484375,-560.87109375
108,4,0.2,Train,0.705562174320221,-0.3025243580341339,173.8015899658203,-1168.0777587890625
109,4,0.2,Test,0.6982117891311646,-0.30319944024086,179.19358825683594,-1161.982666015625
110,0,0.22,Train,0.6902216672897339,-0.33690160512924194,532.1096801757812,-3458.9619140625
111,0,0.22,Test,0.6793248653411865,-0.34205737709999084,530.2225952148438,-3401.113525390625
112,1,0.22,Train,0.6866587400436401,-0.336982399225235,125.59098815917969,-808.4729614257812
113,1,0.22,Test,0.6836447715759277,-0.3447941541671753,127.91497039794922,-840.9633178710938
114,2,0.22,Train,0.6868566870689392,-0.3396957218647003,135.72828674316406,-873.47314453125
115,2,0.22,Test,0.6917821764945984,-0.318518728017807,133.65774536132812,-857.1703491210938
116,3,0.22,Train,0.6873515248298645,-0.33794814348220825,137.90704345703125,-895.5076904296875
117,3,0.22,Test,0.6826401352882385,-0.34545576572418213,137.19078063964844,-867.8082885742188
118,4,0.22,Train,0.6885886788368225,-0.33907902240753174,276.7632751464844,-1797.7872314453125
119,4,0.22,Test,0.6802290678024292,-0.34260138869285583,285.3938903808594,-1782.7059326171875
120,0,0.24,Train,0.6703780889511108,-0.37100380659103394,757.9976806640625,-4799.326171875
121,0,0.24,Test,0.6589310765266418,-0.3807256519794464,754.7926025390625,-4726.568359375
122,1,0.24,Train,0.6655284762382507,-0.37313956022262573,179.75628662109375,-1127.6160888671875
123,1,0.24,Test,0.6633514165878296,-0.3832809627056122,182.81178283691406,-1173.259765625
124,2,0.24,Train,0.6673099994659424,-0.3760559856891632,193.7503662109375,-1216.3629150390625
125,2,0.24,Test,0.6729958057403564,-0.35412362217903137,190.7841033935547,-1191.9722900390625
126,3,0.24,Train,0.667062520980835,-0.37378549575805664,195.70004272460938,-1239.3604736328125
127,3,0.24,Test,0.6625477075576782,-0.38438349962234497,194.74301147460938,-1201.3116455078125
128,4,0.24,Train,0.6679533123970032,-0.3801001310348511,389.0693664550781,-2471.395751953125
129,4,0.24,Test,0.6581273674964905,-0.3798333406448364,401.4693908691406,-2448.801513671875
130,0,0.26,Train,0.6484560370445251,-0.4064439833164215,1000.7670288085938,-6209.09619140625
131,0,0.26,Test,0.6401446461677551,-0.4111989438533783,995.8942260742188,-6123.23486328125
132,1,0.26,Train,0.6435075402259827,-0.4079607129096985,238.47372436523438,-1465.76123046875
133,1,0.26,Test,0.6429576277732849,-0.42278116941452026,242.0919189453125,-1525.4228515625
134,2,0.26,Train,0.6484065651893616,-0.4121514558792114,255.0695343017578,-1572.8856201171875
135,2,0.26,Test,0.6532047390937805,-0.38852694630622864,251.38504028320312,-1540.30419921875
136,3,0.26,Train,0.6465756297111511,-0.40968209505081177,258.8378601074219,-1605.4229736328125
137,3,0.26,Test,0.6446654796600342,-0.41621625423431396,258.0267639160156,-1556.3477783203125
138,4,0.26,Train,0.64711993932724,-0.413051038980484,506.8017578125,-3166.693359375
139,4,0.26,Test,0.640345573425293,-0.40756580233573914,522.9533081054688,-3137.312744140625
140,0,0.28,Train,0.6330166459083557,-0.42998677492141724,1253.637939453125,-7656.44189453125
141,0,0.28,Test,0.6258790493011475,-0.4377928078174591,1247.9615478515625,-7556.3291015625
142,1,0.28,Train,0.6272763013839722,-0.43728435039520264,300.96630859375,-1818.15966796875
143,1,0.28,Test,0.6242716312408447,-0.4501825273036957,305.0098571777344,-1891.43017578125
144,2,0.28,Train,0.6317794919013977,-0.4399421215057373,319.7273864746094,-1941.9827880859375
145,2,0.28,Test,0.6339160203933716,-0.4214313328266144,315.3196105957031,-1900.972412109375
146,3,0.28,Train,0.6294536590576172,-0.4403095841407776,321.0084533691406,-1967.78759765625
147,3,0.28,Test,0.6251758337020874,-0.4488978683948517,320.2414245605469,-1907.6219482421875
148,4,0.28,Train,0.6311361789703369,-0.4413003921508789,638.9732055664062,-3916.490478515625
149,4,0.28,Test,0.6212577819824219,-0.43472376465797424,658.499267578125,-3877.60400390625
150,0,0.3,Train,0.6201504468917847,-0.4564098119735718,1698.5728759765625,-9777.7578125
151,0,0.3,Test,0.6140245199203491,-0.46167048811912537,1706.9154052734375,-9693.7744140625
152,1,0.3,Train,0.6154988408088684,-0.45798826217651367,415.1408996582031,-2353.24072265625
153,1,0.3,Test,0.611613392829895,-0.47112584114074707,419.26751708984375,-2431.189697265625
154,2,0.3,Train,0.6189627647399902,-0.4592397212982178,423.4088439941406,-2448.81494140625
155,2,0.3,Test,0.6206550002098083,-0.4439152777194977,420.3709411621094,-2402.53466796875
156,3,0.3,Train,0.6189132928848267,-0.4547138214111328,415.8763732910156,-2444.874755859375
157,3,0.3,Test,0.6157323718070984,-0.4680309593677521,415.5334167480469,-2375.257080078125
158,4,0.3,Train,0.6185173988342285,-0.4652773141860962,856.5694580078125,-4968.62646484375
159,4,0.3,Test,0.6078963279724121,-0.45946794748306274,878.94384765625,-4906.59716796875
160,0,0.32,Train,0.6057502031326294,-0.4866178333759308,2459.872314453125,-12954.3828125
161,0,0.32,Test,0.6024713516235352,-0.4853319227695465,2500.87841796875,-12897.681640625
162,1,0.32,Train,0.6026821136474609,-0.48946261405944824,598.78759765625,-3118.3330078125
163,1,0.32,Test,0.5979505777359009,-0.49771350622177124,602.9033813476562,-3195.287109375
164,2,0.32,Train,0.6053543090820312,-0.4866619408130646,579.0478515625,-3127.620361328125
165,2,0.32,Test,0.609302818775177,-0.47422778606414795,576.5560302734375,-3077.405517578125
166,3,0.32,Train,0.6047109961509705,-0.48220205307006836,582.983642578125,-3161.269287109375
167,3,0.32,Test,0.604781985282898,-0.4871072471141815,583.0975952148438,-3087.2734375
168,4,0.32,Train,0.6052553653717041,-0.4911358654499054,1259.625732421875,-6635.25244140625
169,4,0.32,Test,0.5957403779029846,-0.48715466260910034,1288.3299560546875,-6539.40185546875
170,0,0.34,Train,0.5956552028656006,-0.5039257407188416,4022.808349609375,-18571.8828125
171,0,0.34,Test,0.5926260948181152,-0.5015953183174133,4126.35888671875,-18562.2734375
172,1,0.34,Train,0.5910530686378479,-0.5094639658927917,899.9369506835938,-4247.92431640625
173,1,0.34,Test,0.5841872692108154,-0.5260919332504272,904.369384765625,-4319.142578125
174,2,0.34,Train,0.5907066464424133,-0.5121017694473267,826.6871337890625,-4093.57080078125
175,2,0.34,Test,0.5964436531066895,-0.4997117817401886,821.8655395507812,-4045.5478515625
176,3,0.34,Train,0.5929829478263855,-0.5065211057662964,873.8579711914062,-4259.63037109375
177,3,0.34,Test,0.5950371623039246,-0.5043373107910156,875.64013671875,-4191.16259765625
178,4,0.34,Train,0.5969418287277222,-0.5088553428649902,2135.474365234375,-9742.927734375
179,4,0.34,Test,0.5874020457267761,-0.5042617321014404,2188.177001953125,-9600.373046875
180,0,0.36,Train,0.5917953252792358,-0.509685754776001,7225.36962890625,-29087.826171875
181,0,0.36,Test,0.5882057547569275,-0.5151140093803406,7448.5302734375,-29144.775390625
182,1,0.36,Train,0.587737500667572,-0.515691339969635,1739.7236328125,-6969.7783203125
183,1,0.36,Test,0.5819770693778992,-0.5296151638031006,1734.7100830078125,-6999.38232421875
184,2,0.36,Train,0.5853622555732727,-0.5247260928153992,1463.3946533203125,-6186.1953125
185,2,0.36,Test,0.588808536529541,-0.5140413641929626,1434.6900634765625,-6154.1416015625
186,3,0.36,Train,0.5895190238952637,-0.5130172967910767,1707.6298828125,-6963.373046875
187,3,0.36,Test,0.5941330194473267,-0.5070503950119019,1714.3831787109375,-6903.21923828125
188,4,0.36,Train,0.5929829478263855,-0.5161359906196594,3767.152099609375,-15117.119140625
189,4,0.36,Test,0.5856941938400269,-0.5071207284927368,3881.3056640625,-14929.4267578125
190,0,0.38,Train,0.5875396132469177,-0.5151659846305847,10588.9599609375,-40038.33984375
191,0,0.38,Test,0.5868997573852539,-0.5176563262939453,10941.7646484375,-40171.1796875
192,1,0.38,Train,0.5840261578559875,-0.522568941116333,2582.48193359375,-9696.0927734375
193,1,0.38,Test,0.5776572227478027,-0.5295534133911133,2568.39111328125,-9683.8544921875
194,2,0.38,Train,0.582739531993866,-0.5292277932167053,2298.730712890625,-8850.349609375
195,2,0.38,Test,0.582680344581604,-0.5235457420349121,2235.942626953125,-8841.20703125
196,3,0.38,Train,0.585857093334198,-0.5200321674346924,2528.894287109375,-9629.0390625
197,3,0.38,Test,0.588306188583374,-0.5141928791999817,2540.1884765625,-9575.859375
198,4,0.38,Train,0.5898653864860535,-0.5187880992889404,5509.0,-20788.2109375
199,4,0.38,Test,0.5830821990966797,-0.5075820684432983,5693.16162109375,-20551.71484375
200,0,0.4,Train,0.5863519310951233,-0.5171113014221191,14194.181640625,-51637.16796875
201,0,0.4,Test,0.5840867757797241,-0.5206436514854431,14690.1669921875,-51854.3828125
202,1,0.4,Train,0.5813539028167725,-0.526542603969574,3510.725341796875,-12649.568359375
203,1,0.4,Test,0.5737391710281372,-0.5371119976043701,3486.46728515625,-12589.3837890625
204,2,0.4,Train,0.5792755484580994,-0.5325198173522949,3178.640625,-11630.97265625
205,2,0.4,Test,0.5786618590354919,-0.5316934585571289,3079.379638671875,-11644.791015625
206,3,0.4,Train,0.5831353664398193,-0.5212911367416382,3433.65234375,-12515.2724609375
207,3,0.4,Test,0.5870001912117004,-0.5147988796234131,3449.66650390625,-12470.099609375
208,4,0.4,Train,0.5869457721710205,-0.5223644375801086,7234.6396484375,-26429.01953125
209,4,0.4,Test,0.5785613656044006,-0.5126160383224487,7490.18505859375,-26152.849609375
210,0,0.42,Train,0.5830858945846558,-0.516232430934906,17501.171875,-62484.109375
211,0,0.42,Test,0.5798673629760742,-0.5269103050231934,18119.048828125,-62761.45703125
212,1,0.42,Train,0.5782363414764404,-0.5271992683410645,4366.62060546875,-15420.6728515625
213,1,0.42,Test,0.5718303918838501,-0.5329822301864624,4334.4931640625,-15324.6513671875
214,2,0.42,Train,0.5758115649223328,-0.5353845357894897,4103.35302734375,-14525.7548828125
215,2,0.42,Test,0.5786618590354919,-0.5315412282943726,3966.414306640625,-14567.8037109375
216,3,0.42,Train,0.5806116461753845,-0.5242135524749756,4286.31103515625,-15272.9580078125
217,3,0.42,Test,0.5827807784080505,-0.5217453241348267,4306.357421875,-15235.2099609375
218,4,0.42,Train,0.5843230485916138,-0.5225845575332642,8941.3427734375,-32016.658203125
219,4,0.42,Test,0.5766525864601135,-0.5101962089538574,9263.7958984375,-31699.947265625
220,0,0.44,Train,0.5807105898857117,-0.5165479779243469,20935.91015625,-73634.421875
221,0,0.44,Test,0.5775567889213562,-0.5278164148330688,21674.400390625,-73983.109375
222,1,0.44,Train,0.5748713612556458,-0.5271714329719543,5258.986328125,-18279.19921875
223,1,0.44,Test,0.5690174698829651,-0.530875563621521,5218.90478515625,-18143.810546875
224,2,0.44,Train,0.573188841342926,-0.5358570218086243,4988.98828125,-17325.46875
225,2,0.44,Test,0.5763512253761292,-0.5277729630470276,4816.83837890625,-17387.205078125
226,3,0.44,Train,0.5775435566902161,-0.5241221189498901,5159.43896484375,-18078.638671875
227,3,0.44,Test,0.5807715654373169,-0.5196382999420166,5182.91748046875,-18049.34375
228,4,0.44,Train,0.5812054872512817,-0.5231773853302002,10697.2890625,-37721.80078125
229,4,0.44,Test,0.5737391710281372,-0.5082451701164246,11085.2353515625,-37356.86328125
230,0,0.46,Train,0.5769002437591553,-0.5136579871177673,24346.373046875,-84734.4375
231,0,0.46,Test,0.5750452280044556,-0.5253304243087769,25196.51171875,-85153.1640625
232,1,0.46,Train,0.5713579058647156,-0.5234541893005371,6135.958984375,-21104.513671875
233,1,0.46,Test,0.5659031271934509,-0.51915442943573,6089.11865234375,-20933.087890625
234,2,0.46,Train,0.5703186988830566,-0.5336555242538452,5899.98046875,-20182.748046875
235,2,0.46,Test,0.5734378099441528,-0.5270199179649353,5692.78662109375,-20265.83984375
236,3,0.46,Train,0.5734857320785522,-0.5217685699462891,6037.10546875,-20896.029296875
237,3,0.46,Test,0.5763512253761292,-0.5230885148048401,6063.85693359375,-20876.521484375
238,4,0.46,Train,0.5767517685890198,-0.5219628810882568,12371.4130859375,-43242.6640625
239,4,0.46,Test,0.5702230334281921,-0.5037094354629517,12820.7431640625,-42834.6875
240,0,0.48,Train,0.5725950002670288,-0.510540246963501,27651.521484375,-95602.59375
241,0,0.48,Test,0.5703234672546387,-0.516060471534729,28606.154296875,-96082.671875
242,1,0.48,Train,0.5672011375427246,-0.5230669379234314,7005.5009765625,-23911.4140625
243,1,0.48,Test,0.5623869895935059,-0.516739010810852,6953.9580078125,-23704.853515625
244,2,0.48,Train,0.5670526623725891,-0.5307537317276001,6792.21875,-23001.947265625
245,2,0.48,Test,0.5679123997688293,-0.532302975654602,6553.67236328125,-23103.8203125
246,3,0.48,Train,0.5691805481910706,-0.517079770565033,6868.9873046875,-23612.869140625
247,3,0.48,Test,0.5719308853149414,-0.5200302600860596,6898.85888671875,-23601.775390625
248,4,0.48,Train,0.572990894317627,-0.5163382887840271,14053.90625,-48779.8046875
249,4,0.48,Test,0.5665059089660645,-0.501758337020874,14563.494140625,-48326.38671875
250,0,0.5,Train,0.568834125995636,-0.5065298080444336,31074.537109375,-106715.390625
251,0,0.5,Test,0.564998984336853,-0.5191972851753235,32134.873046875,-107261.6796875
252,1,0.5,Train,0.5642319917678833,-0.5161660313606262,7897.47998046875,-26766.064453125
253,1,0.5,Test,0.5573638677597046,-0.5110146999359131,7841.56396484375,-26520.896484375
254,2,0.5,Train,0.5629453659057617,-0.5286431312561035,7651.21435546875,-25749.275390625
255,2,0.5,Test,0.5651999115943909,-0.5232542753219604,7383.037109375,-25865.724609375
256,3,0.5,Train,0.5653701424598694,-0.5115386843681335,7737.20361328125,-26404.90625
257,3,0.5,Test,0.5677114725112915,-0.5181005001068115,7770.1396484375,-26403.197265625
258,4,0.5,Train,0.5693289637565613,-0.512999951839447,15788.076171875,-54425.31640625
259,4,0.5,Test,0.5622864961624146,-0.4995034337043762,16355.751953125,-53923.67578125
260,0,0.52,Train,0.5648258328437805,-0.5023655891418457,34492.62890625,-117819.578125
261,0,0.52,Test,0.5620855689048767,-0.5091602802276611,35660.65234375,-118451.5859375
262,1,0.52,Train,0.5588875412940979,-0.5115511417388916,8777.4462890625,-29596.21875
263,1,0.52,Test,0.5531444549560547,-0.5064598917961121,8716.765625,-29314.46484375
264,2,0.52,Train,0.5596793293952942,-0.5237586498260498,8539.8955078125,-28556.3203125
265,2,0.52,Test,0.5611814260482788,-0.5247657299041748,8240.3662109375,-28690.2421875
266,3,0.52,Train,0.5611144304275513,-0.5099163055419922,8620.1796875,-29227.23046875
267,3,0.52,Test,0.5634920597076416,-0.5160309672355652,8655.1689453125,-29233.6640625
268,4,0.52,Train,0.5652216672897339,-0.5092805027961731,17533.697265625,-60093.16015625
269,4,0.52,Test,0.5586698651313782,-0.4928407073020935,18157.580078125,-59538.7421875
270,0,0.54,Train,0.5601246953010559,-0.49805748462677,38005.52734375,-129106.5234375
271,0,0.54,Test,0.5569620132446289,-0.5073217153549194,39280.546875,-129828.375
272,1,0.54,Train,0.5545823574066162,-0.5073559284210205,9669.7021484375,-32450.287109375
273,1,0.54,Test,0.5480208992958069,-0.5055772066116333,9604.2626953125,-32130.98828125
274,2,0.54,Train,0.5555225610733032,-0.5228396654129028,9451.3017578125,-31407.62890625
275,2,0.54,Test,0.5564597249031067,-0.5243183374404907,9120.9404296875,-31559.900390625
276,3,0.54,Train,0.5562648177146912,-0.5051406621932983,9499.2998046875,-32041.66796875
277,3,0.54,Test,0.5589712858200073,-0.513317883014679,9536.7470703125,-32056.798828125
278,4,0.54,Train,0.5600752234458923,-0.5053259134292603,19292.94921875,-65787.234375
279,4,0.54,Test,0.5517380237579346,-0.4868115186691284,19972.6484375,-65179.56640625
280,0,0.56,Train,0.5556710362434387,-0.49396318197250366,41496.97265625,-140353.1875
281,0,0.56,Test,0.5530440211296082,-0.5011516809463501,42875.44921875,-141153.671875
282,1,0.56,Train,0.5487430691719055,-0.5024483799934387,10565.9794921875,-35311.57421875
283,1,0.56,Test,0.5412899255752563,-0.5006411075592041,10496.48828125,-34954.8828125
284,2,0.56,Train,0.550870954990387,-0.5169180631637573,10347.0986328125,-34229.72265625
285,2,0.56,Test,0.5516375303268433,-0.5258309245109558,9988.31640625,-34397.59375
286,3,0.56,Train,0.551068902015686,-0.5015029907226562,10379.1943359375,-34857.62109375
287,3,0.56,Test,0.5546513795852661,-0.5055419206619263,10419.525390625,-34882.3515625
288,4,0.56,Train,0.5551266670227051,-0.5004634261131287,21059.107421875,-71494.15625
289,4,0.56,Test,0.5437010526657104,-0.48837149143218994,21795.46484375,-70833.6328125
290,0,0.58,Train,0.5492379069328308,-0.4900326132774353,45008.921875,-151637.203125
291,0,0.58,Test,0.550632894039154,-0.4967040717601776,46491.328125,-152515.765625
292,1,0.58,Train,0.5438440442085266,-0.4970564544200897,11467.689453125,-38182.6171875
293,1,0.58,Test,0.5372714400291443,-0.49457529187202454,11394.0595703125,-37787.390625
294,2,0.58,Train,0.5470605492591858,-0.5092321038246155,11249.3564453125,-37063.390625
295,2,0.58,Test,0.5465139746665955,-0.5225138068199158,10861.6279296875,-37246.78125
296,3,0.58,Train,0.5458234548568726,-0.4960212707519531,11260.1513671875,-37675.46875
297,3,0.58,Test,0.549929678440094,-0.4993138611316681,11302.716796875,-37709.41015625
298,4,0.58,Train,0.5506235361099243,-0.49641942977905273,22845.13671875,-77236.546875
299,4,0.58,Test,0.5386779308319092,-0.48233863711357117,23639.58203125,-76521.8828125
300,0,0.6,Train,0.5454275608062744,-0.4851214289665222,48575.0390625,-163013.921875
301,0,0.6,Test,0.547819972038269,-0.4941319227218628,50162.0078125,-163972.796875
302,1,0.6,Train,0.5405780076980591,-0.49099284410476685,12389.3408203125,-41088.07421875
303,1,0.6,Test,0.5335543751716614,-0.4890943169593811,12311.8583984375,-40652.6015625
304,2,0.6,Train,0.5416666865348816,-0.5036925673484802,12152.203125,-39898.01953125
305,2,0.6,Test,0.5411894917488098,-0.5219163298606873,11735.7568359375,-40097.2578125
306,3,0.6,Train,0.5410728454589844,-0.4916980266571045,12146.388671875,-40502.5859375
307,3,0.6,Test,0.5446051955223083,-0.49660080671310425,12191.30078125,-40547.4765625
308,4,0.6,Train,0.5460214018821716,-0.4921649098396301,24657.658203125,-83024.328125
309,4,0.6,Test,0.5347598791122437,-0.4737173914909363,25512.0859375,-82254.8828125
310,0,0.62,Train,0.541122317314148,-0.4802141785621643,52263.0546875,-174591.96875
311,0,0.62,Test,0.5430982708930969,-0.49170923233032227,53952.3203125,-175624.21875
312,1,0.62,Train,0.5366686582565308,-0.4853748679161072,13356.4560546875,-44069.27734375
313,1,0.62,Test,0.5304400324821472,-0.4826762080192566,13276.22265625,-43588.08203125
314,2,0.62,Train,0.5375593900680542,-0.4979076087474823,13072.658203125,-42761.8828125
315,2,0.62,Test,0.5359654426574707,-0.5189042687416077,12626.7626953125,-42976.41015625
316,3,0.62,Train,0.5368666052818298,-0.4878203868865967,13058.7509765625,-43372.9609375
317,3,0.62,Test,0.5415913462638855,-0.49068039655685425,13105.93359375,-43430.08203125
318,4,0.62,Train,0.5417656302452087,-0.48639458417892456,26535.052734375,-88920.015625
319,4,0.62,Test,0.5303395390510559,-0.46843868494033813,27451.521484375,-88092.890625
320,0,0.64,Train,0.541122317314148,-0.4802141785621643,52263.0859375,-174592.015625
321,0,0.64,Test,0.5429977774620056,-0.49203115701675415,53952.34765625,-175624.28125
322,1,0.64,Train,0.5336995124816895,-0.48263487219810486,14360.2421875,-47109.58203125
323,1,0.64,Test,0.5265219807624817,-0.4815393090248108,14278.1787109375,-46580.625
324,2,0.64,Train,0.5337985157966614,-0.49068549275398254,14005.70703125,-45645.9140625
325,2,0.64,Test,0.5311432480812073,-0.5127257704734802,13530.849609375,-45877.7890625
326,3,0.64,Train,0.5326108336448669,-0.4829510450363159,14002.8837890625,-46294.5
327,3,0.64,Test,0.5372714400291443,-0.48661550879478455,14052.8154296875,-46368.08984375
328,4,0.64,Train,0.5395882725715637,-0.4827316105365753,28514.96484375,-94981.3359375
329,4,0.64,Test,0.5260196924209595,-0.4602714478969574,29498.126953125,-94094.9453125
330,0,0.66,Train,0.5336995124816895,-0.47099095582962036,60096.140625,-198485.796875
331,0,0.66,Test,0.5366686582565308,-0.48475271463394165,61988.23828125,-199654.578125
332,1,0.66,Train,0.5336995124816895,-0.48263487219810486,14360.3232421875,-47109.73046875
333,1,0.66,Test,0.5265219807624817,-0.4815393090248108,14278.265625,-46580.7734375
334,2,0.66,Train,0.533748984336853,-0.4906127154827118,14005.7861328125,-45646.0625
335,2,0.66,Test,0.5311432480812073,-0.5127257704734802,13530.935546875,-45877.9453125
336,3,0.66,Train,0.5295427441596985,-0.47681814432144165,14989.6796875,-49282.4296875
337,3,0.66,Test,0.534860372543335,-0.48234522342681885,15042.9912109375,-49375.984375
338,4,0.66,Train,0.5394893288612366,-0.4830397069454193,28515.017578125,-94981.4296875
339,4,0.66,Test,0.5259191989898682,-0.46012136340141296,29498.177734375,-94095.0390625
340,0,0.68,Train,0.5311757922172546,-0.46906760334968567,64172.90234375,-210674.75
341,0,0.68,Test,0.5330520272254944,-0.4833522140979767,66165.4375,-211915.625
342,1,0.68,Train,0.5288994312286377,-0.47896942496299744,16474.8515625,-53354.02734375
343,1,0.68,Test,0.5212979912757874,-0.47704991698265076,16389.111328125,-52721.0078125
344,2,0.68,Train,0.5266231298446655,-0.48100733757019043,15986.2197265625,-51591.55859375
345,2,0.68,Test,0.5229053497314453,-0.5059448480606079,15451.439453125,-51867.9921875
346,3,0.68,Train,0.5271179676055908,-0.4754425585269928,16042.056640625,-52369.62109375
347,3,0.68,Test,0.5324492454528809,-0.47793516516685486,16098.3212890625,-52480.1328125
348,4,0.68,Train,0.534045934677124,-0.4795404076576233,32754.751953125,-107539.125
349,4,0.68,Test,0.5214989185333252,-0.45089611411094666,33891.1171875,-106521.7421875
350,0,0.7000000000000001,Train,0.5311757922172546,-0.46906760334968567,64172.91015625,-210674.765625
351,0,0.7000000000000001,Test,0.5330520272254944,-0.4833522140979767,66165.4453125,-211915.640625
352,1,0.7000000000000001,Train,0.5288994312286377,-0.47896942496299744,16474.92578125,-53354.1640625
353,1,0.7000000000000001,Test,0.5212979912757874,-0.47704991698265076,16389.189453125,-52721.14453125
354,2,0.7000000000000001,Train,0.5237034559249878,-0.47811466455459595,17025.560546875,-54637.11328125
355,2,0.7000000000000001,Test,0.5206952095031738,-0.5042887330055237,16457.84765625,-54941.515625
356,3,0.7000000000000001,Train,0.5246437191963196,-0.4766421318054199,17141.474609375,-55526.65625
357,3,0.7000000000000001,Test,0.5298372507095337,-0.4802943468093872,17200.7265625,-55654.22265625
358,4,0.7000000000000001,Train,0.5309778451919556,-0.4774179458618164,34877.1171875,-113822.8984375
359,4,0.7000000000000001,Test,0.5197910666465759,-0.44803714752197266,36087.4296875,-112741.5859375
360,0,0.72,Train,0.5258808135986328,-0.46574610471725464,72722.8671875,-235639.15625
361,0,0.72,Test,0.5284307599067688,-0.48084336519241333,74890.4453125,-237015.96875
362,1,0.72,Train,0.5240498781204224,-0.4744730591773987,18669.828125,-59721.01953125
363,1,0.72,Test,0.5178822875022888,-0.46945130825042725,18581.30859375,-58980.80859375
364,2,0.72,Train,0.5235550403594971,-0.47812366485595703,17025.634765625,-54637.23828125
365,2,0.72,Test,0.5205947160720825,-0.5045905113220215,16457.92578125,-54941.64453125
366,3,0.72,Train,0.5223178863525391,-0.4723920226097107,18220.314453125,-58654.359375
367,3,0.72,Test,0.5271247625350952,-0.47972580790519714,18282.74609375,-58799.19140625
368,4,0.72,Train,0.5285035371780396,-0.47665733098983765,37025.73828125,-120144.3125
369,4,0.72,Test,0.5180831551551819,-0.4436478018760681,38310.8203125,-118998.6796875
370,0,0.74,Train,0.5258808135986328,-0.46574610471725464,72722.8671875,-235639.1875
371,0,0.74,Test,0.5284307599067688,-0.48084336519241333,74890.4453125,-237015.953125
372,1,0.74,Train,0.5212292075157166,-0.4722045063972473,19753.818359375,-62885.41015625
373,1,0.74,Test,0.5134619474411011,-0.47047561407089233,19664.212890625,-62093.8203125
374,2,0.74,Train,0.519942581653595,-0.4767494797706604,19230.62890625,-60907.69921875
375,2,0.74,Test,0.5164757966995239,-0.500074028968811,18591.10546875,-61275.39453125
376,3,0.74,Train,0.5223178863525391,-0.4723920226097107,18220.38671875,-58654.484375
377,3,0.74,Test,0.5271247625350952,-0.47972580790519714,18282.810546875,-58799.30859375
378,4,0.74,Train,0.526771605014801,-0.4757425785064697,39209.80078125,-126514.59375
379,4,0.74,Test,0.5163753032684326,-0.4413892328739166,40571.75,-125303.1484375
380,0,0.76,Train,0.5214271545410156,-0.46533459424972534,81349.0859375,-260710.125
381,0,0.76,Test,0.5239099860191345,-0.4777204096317291,83680.0078125,-262203.21875
382,1,0.76,Train,0.5194972157478333,-0.4697636365890503,20858.279296875,-66077.5
383,1,0.76,Test,0.5108498930931091,-0.47161614894866943,20767.173828125,-65230.453125
384,2,0.76,Train,0.519942581653595,-0.4767494797706604,19230.66796875,-60907.7734375
385,2,0.76,Test,0.5164757966995239,-0.500074028968811,18591.1484375,-61275.45703125
386,3,0.76,Train,0.5181116461753845,-0.4682767391204834,20374.162109375,-64904.10546875
387,3,0.76,Test,0.5219007730484009,-0.47140002250671387,20442.568359375,-65085.46484375
388,4,0.76,Train,0.5254354476928711,-0.47573575377464294,41430.0,-132933.984375
389,4,0.76,Test,0.5140646696090698,-0.4407999515533447,42874.7734375,-131655.5
390,0,0.78,Train,0.5214271545410156,-0.46533459424972534,81349.0859375,-260710.109375
